회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
(주)넥스트아이,137940,19-Dec,0,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)넥스트엔터테인먼트월드,160550,14-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥스트엔터테인먼트월드,160550,15-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥스트엔터테인먼트월드,160550,16-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥스트엔터테인먼트월드,160550,17-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥스트엔터테인먼트월드,160550,18-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥스트엔터테인먼트월드,160550,19-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)넥슨게임즈,225570,15-Dec,,  소프트웨어 개발 및 공급업
(주)넥슨게임즈,225570,16-Dec,,  소프트웨어 개발 및 공급업
(주)넥슨게임즈,225570,17-Dec,0,  소프트웨어 개발 및 공급업
(주)넥슨게임즈,225570,18-Dec,0,  소프트웨어 개발 및 공급업
(주)넥슨게임즈,225570,19-Dec,0,  소프트웨어 개발 및 공급업
(주)넵튠,217270,15-Dec,,  소프트웨어 개발 및 공급업
(주)넵튠,217270,16-Dec,0,  소프트웨어 개발 및 공급업
(주)넵튠,217270,17-Dec,0,  소프트웨어 개발 및 공급업
(주)넵튠,217270,18-Dec,0,  소프트웨어 개발 및 공급업
(주)넵튠,217270,19-Dec,0,  소프트웨어 개발 및 공급업
(주)노랑풍선,104620,19-Dec,0,  여행사 및 기타 여행보조 서비스업
(주)노블엠앤비,106520,12-Dec,1.44,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,13-Dec,1.42,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,14-Dec,4.26,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,15-Dec,3.85,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,16-Dec,5.19,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,17-Dec,6.57,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,18-Dec,3.38,  사진장비 및 광학기기 제조업
(주)노블엠앤비,106520,19-Dec,2.69,  사진장비 및 광학기기 제조업
(주)녹십자엠에스,142280,14-Dec,1.25,  의료용품 및 기타 의약 관련제품 제조업
(주)녹십자엠에스,142280,15-Dec,1.15,  의료용품 및 기타 의약 관련제품 제조업
(주)녹십자엠에스,142280,16-Dec,1.88,  의료용품 및 기타 의약 관련제품 제조업
(주)녹십자엠에스,142280,17-Dec,1.85,  의료용품 및 기타 의약 관련제품 제조업
(주)녹십자엠에스,142280,18-Dec,2.31,  의료용품 및 기타 의약 관련제품 제조업
(주)녹십자엠에스,142280,19-Dec,2.36,  의료용품 및 기타 의약 관련제품 제조업
(주)녹원씨엔아이,65560,11-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,12-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,13-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,14-Dec,1.84,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,15-Dec,0.01,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,16-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,17-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,18-Dec,0,  인쇄 및 인쇄관련 산업
(주)녹원씨엔아이,65560,19-Dec,0,  인쇄 및 인쇄관련 산업
(주)누리플랜,69140,11-Dec,0.48,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,12-Dec,0.31,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,13-Dec,0.05,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,14-Dec,0.24,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,15-Dec,0.06,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,16-Dec,0.11,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,17-Dec,0.16,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,18-Dec,0.51,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플랜,69140,19-Dec,0.39,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)누리플렉스,40160,11-Dec,7.26,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,12-Dec,10.52,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,13-Dec,7.65,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,14-Dec,5.46,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,15-Dec,4.22,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,16-Dec,4.91,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,17-Dec,4.21,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,18-Dec,3.08,  소프트웨어 개발 및 공급업
(주)누리플렉스,40160,19-Dec,5.55,  소프트웨어 개발 및 공급업
(주)뉴로스,126870,12-Dec,5.11,  일반 목적용 기계 제조업
(주)뉴로스,126870,13-Dec,6.95,  일반 목적용 기계 제조업
(주)뉴로스,126870,14-Dec,4.19,  일반 목적용 기계 제조업
(주)뉴로스,126870,15-Dec,4.88,  일반 목적용 기계 제조업
(주)뉴로스,126870,16-Dec,4.99,  일반 목적용 기계 제조업
(주)뉴로스,126870,17-Dec,1.85,  일반 목적용 기계 제조업
(주)뉴로스,126870,18-Dec,3.43,  일반 목적용 기계 제조업
(주)뉴로스,126870,19-Dec,5.65,  일반 목적용 기계 제조업
(주)뉴보텍,60260,11-Dec,0.56,  플라스틱제품 제조업
(주)뉴보텍,60260,12-Dec,0.5,  플라스틱제품 제조업
(주)뉴보텍,60260,13-Dec,0.5,  플라스틱제품 제조업
(주)뉴보텍,60260,14-Dec,0.66,  플라스틱제품 제조업
(주)뉴보텍,60260,15-Dec,0.64,  플라스틱제품 제조업
(주)뉴보텍,60260,16-Dec,1,  플라스틱제품 제조업
(주)뉴보텍,60260,17-Dec,1.24,  플라스틱제품 제조업
(주)뉴보텍,60260,18-Dec,1.25,  플라스틱제품 제조업
(주)뉴보텍,60260,19-Dec,1.22,  플라스틱제품 제조업
(주)뉴인텍,12340,11-Dec,1.42,  전자부품 제조업
(주)뉴인텍,12340,12-Dec,1.6,  전자부품 제조업
(주)뉴인텍,12340,13-Dec,1.63,  전자부품 제조업
(주)뉴인텍,12340,14-Dec,1.82,  전자부품 제조업
(주)뉴인텍,12340,15-Dec,1.91,  전자부품 제조업
(주)뉴인텍,12340,16-Dec,1.95,  전자부품 제조업
(주)뉴인텍,12340,17-Dec,1.76,  전자부품 제조업
(주)뉴인텍,12340,18-Dec,2.67,  전자부품 제조업
(주)뉴인텍,12340,19-Dec,1.61,  전자부품 제조업
(주)뉴프렉스,85670,11-Dec,0.44,  전자부품 제조업
(주)뉴프렉스,85670,12-Dec,2.65,  전자부품 제조업
(주)뉴프렉스,85670,13-Dec,2.04,  전자부품 제조업
(주)뉴프렉스,85670,14-Dec,1.01,  전자부품 제조업
(주)뉴프렉스,85670,15-Dec,1.46,  전자부품 제조업
(주)뉴프렉스,85670,16-Dec,0.58,  전자부품 제조업
(주)뉴프렉스,85670,17-Dec,0.39,  전자부품 제조업
(주)뉴프렉스,85670,18-Dec,0.25,  전자부품 제조업
(주)뉴프렉스,85670,19-Dec,0.35,  전자부품 제조업
(주)다날,64260,11-Dec,2.75,  소프트웨어 개발 및 공급업
(주)다날,64260,12-Dec,1.97,  소프트웨어 개발 및 공급업
(주)다날,64260,13-Dec,2.15,  소프트웨어 개발 및 공급업
(주)다날,64260,14-Dec,2.86,  소프트웨어 개발 및 공급업
(주)다날,64260,15-Dec,2.79,  소프트웨어 개발 및 공급업
(주)다날,64260,16-Dec,2.75,  소프트웨어 개발 및 공급업
(주)다날,64260,17-Dec,2.51,  소프트웨어 개발 및 공급업
(주)다날,64260,18-Dec,2.84,  소프트웨어 개발 및 공급업
(주)다날,64260,19-Dec,2.48,  소프트웨어 개발 및 공급업
(주)다산네트웍스,39560,11-Dec,15.77,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,12-Dec,17.29,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,13-Dec,17.01,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,14-Dec,17.23,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,15-Dec,13.09,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,16-Dec,1.87,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,17-Dec,0,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,18-Dec,3.23,  통신 및 방송 장비 제조업
(주)다산네트웍스,39560,19-Dec,2.28,  통신 및 방송 장비 제조업
(주)다이나믹디자인,145210,15-Dec,0.29,  특수 목적용 기계 제조업
(주)다이나믹디자인,145210,16-Dec,0,  특수 목적용 기계 제조업
(주)다이나믹디자인,145210,17-Dec,0.5,  특수 목적용 기계 제조업
(주)다이나믹디자인,145210,18-Dec,0.76,  특수 목적용 기계 제조업
(주)다이나믹디자인,145210,19-Dec,1.16,  특수 목적용 기계 제조업
(주)대구백화점,6370,11-Mar,0,  종합 소매업
(주)대구백화점,6370,12-Mar,0,  종합 소매업
(주)대구백화점,6370,13-Mar,0,  종합 소매업
(주)대구백화점,6370,14-Mar,0,  종합 소매업
(주)대구백화점,6370,15-Mar,0,  종합 소매업
(주)대구백화점,6370,16-Mar,0,  종합 소매업
(주)대구백화점,6370,17-Mar,0,  종합 소매업
(주)대구백화점,6370,18-Dec,0,  종합 소매업
(주)대구백화점,6370,19-Dec,0,  종합 소매업
(주)대동,490,11-Dec,1.28,  특수 목적용 기계 제조업
(주)대동,490,12-Dec,1.41,  특수 목적용 기계 제조업
(주)대동,490,13-Dec,1.46,  특수 목적용 기계 제조업
(주)대동,490,14-Dec,1.26,  특수 목적용 기계 제조업
(주)대동,490,15-Dec,1.18,  특수 목적용 기계 제조업
(주)대동,490,16-Dec,1.23,  특수 목적용 기계 제조업
(주)대동,490,17-Dec,0.79,  특수 목적용 기계 제조업
(주)대동,490,18-Dec,1.04,  특수 목적용 기계 제조업
(주)대동,490,19-Dec,1.33,  특수 목적용 기계 제조업
(주)대동스틸,48470,11-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,12-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,13-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,14-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,15-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,16-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,17-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,18-Dec,0,  1차 철강 제조업
(주)대동스틸,48470,19-Dec,0,  1차 철강 제조업
(주)대림제지,17650,11-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,12-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,13-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,14-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,15-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,16-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,17-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,18-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대림제지,17650,19-Dec,0,  기타 종이 및 판지 제품 제조업
(주)대명소노시즌,7720,11-Dec,6.92,  상품 종합 도매업
(주)대명소노시즌,7720,12-Dec,15.68,  상품 종합 도매업
(주)대명소노시즌,7720,13-Dec,11.71,  상품 종합 도매업
(주)대명소노시즌,7720,14-Dec,11.14,  상품 종합 도매업
(주)대명소노시즌,7720,15-Dec,1.96,  상품 종합 도매업
(주)대명소노시즌,7720,16-Dec,0.97,  상품 종합 도매업
(주)대명소노시즌,7720,17-Dec,0.76,  상품 종합 도매업
(주)대명소노시즌,7720,18-Dec,0.75,  상품 종합 도매업
(주)대명소노시즌,7720,19-Dec,0.75,  상품 종합 도매업
(주)대성미생물연구소,36480,11-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,12-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,13-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,14-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,15-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,16-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,17-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,18-Dec,0,  의약품 제조업
(주)대성미생물연구소,36480,19-Dec,0,  의약품 제조업
(주)대성엘텍,25440,11-Dec,0,  영상 및 음향기기 제조업
(주)대성엘텍,25440,12-Dec,0.09,  영상 및 음향기기 제조업
(주)대성엘텍,25440,13-Dec,0.27,  영상 및 음향기기 제조업
(주)대성엘텍,25440,14-Dec,0.03,  영상 및 음향기기 제조업
(주)대성엘텍,25440,15-Dec,0.07,  영상 및 음향기기 제조업
(주)대성엘텍,25440,16-Dec,0.07,  영상 및 음향기기 제조업
(주)대성엘텍,25440,17-Dec,0.1,  영상 및 음향기기 제조업
(주)대성엘텍,25440,18-Dec,0,  영상 및 음향기기 제조업
(주)대성엘텍,25440,19-Dec,0,  영상 및 음향기기 제조업
(주)대성파인텍,104040,11-Dec,0.74,  자동차 신품 부품 제조업
(주)대성파인텍,104040,12-Dec,0.88,  자동차 신품 부품 제조업
(주)대성파인텍,104040,13-Dec,0.91,  자동차 신품 부품 제조업
(주)대성파인텍,104040,14-Dec,0.99,  자동차 신품 부품 제조업
(주)대성파인텍,104040,15-Dec,0.85,  자동차 신품 부품 제조업
(주)대성파인텍,104040,16-Dec,0.75,  자동차 신품 부품 제조업
(주)대성파인텍,104040,17-Dec,0.91,  자동차 신품 부품 제조업
(주)대성파인텍,104040,18-Dec,0.85,  자동차 신품 부품 제조업
(주)대성파인텍,104040,19-Dec,1.08,  자동차 신품 부품 제조업
(주)대양금속,9190,11-Dec,0.52,  1차 철강 제조업
(주)대양금속,9190,12-Dec,0.58,  1차 철강 제조업
(주)대양금속,9190,13-Dec,0.23,  1차 철강 제조업
(주)대양금속,9190,14-Dec,0.17,  1차 철강 제조업
(주)대양금속,9190,15-Dec,0.08,  1차 철강 제조업
(주)대양금속,9190,16-Dec,0.08,  1차 철강 제조업
(주)대양금속,9190,17-Dec,0.06,  1차 철강 제조업
(주)대양금속,9190,18-Dec,0.04,  1차 철강 제조업
(주)대양금속,9190,19-Dec,0.04,  1차 철강 제조업
(주)대우건설,47040,11-Dec,0.27,  건물 건설업
(주)대우건설,47040,12-Dec,0.21,  건물 건설업
(주)대우건설,47040,13-Dec,0.19,  건물 건설업
(주)대우건설,47040,14-Dec,0.13,  건물 건설업
(주)대우건설,47040,15-Dec,0.15,  건물 건설업
(주)대우건설,47040,16-Dec,0.13,  건물 건설업
(주)대우건설,47040,17-Dec,0.1,  건물 건설업
(주)대우건설,47040,18-Dec,0.12,  건물 건설업
(주)대우건설,47040,19-Dec,0.17,  건물 건설업
(주)대유에이텍,2880,11-Dec,0.35,  자동차 신품 부품 제조업
(주)대유에이텍,2880,12-Dec,0.4,  자동차 신품 부품 제조업
(주)대유에이텍,2880,13-Dec,0.31,  자동차 신품 부품 제조업
(주)대유에이텍,2880,14-Dec,0.23,  자동차 신품 부품 제조업
(주)대유에이텍,2880,15-Dec,0.9,  자동차 신품 부품 제조업
(주)대유에이텍,2880,16-Dec,1.07,  자동차 신품 부품 제조업
(주)대유에이텍,2880,17-Dec,1.04,  자동차 신품 부품 제조업
(주)대유에이텍,2880,18-Dec,1.1,  자동차 신품 부품 제조업
(주)대유에이텍,2880,19-Dec,1.09,  자동차 신품 부품 제조업
(주)대유플러스,300,11-Dec,0.14,  통신 및 방송 장비 제조업
(주)대유플러스,300,12-Dec,0.12,  통신 및 방송 장비 제조업
(주)대유플러스,300,13-Dec,0.24,  통신 및 방송 장비 제조업
(주)대유플러스,300,14-Dec,0.23,  통신 및 방송 장비 제조업
(주)대유플러스,300,15-Dec,0.17,  통신 및 방송 장비 제조업
(주)대유플러스,300,16-Dec,0.14,  통신 및 방송 장비 제조업
(주)대유플러스,300,17-Dec,0.23,  통신 및 방송 장비 제조업
(주)대유플러스,300,18-Dec,0.16,  통신 및 방송 장비 제조업
(주)대유플러스,300,19-Dec,0.5,  통신 및 방송 장비 제조업
(주)대창,12800,11-Dec,0.03,  1차 비철금속 제조업
(주)대창,12800,12-Dec,0.03,  1차 비철금속 제조업
(주)대창,12800,13-Dec,0.03,  1차 비철금속 제조업
(주)대창,12800,14-Dec,0.03,  1차 비철금속 제조업
(주)대창,12800,15-Dec,0.04,  1차 비철금속 제조업
(주)대창,12800,16-Dec,0.07,  1차 비철금속 제조업
(주)대창,12800,17-Dec,0.05,  1차 비철금속 제조업
(주)대창,12800,18-Dec,0.06,  1차 비철금속 제조업
(주)대창,12800,19-Dec,0.08,  1차 비철금속 제조업
(주)대창솔루션,96350,11-Dec,0.54,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,12-Dec,0.92,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,13-Dec,1.85,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,14-Dec,1.89,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,15-Dec,0.04,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,16-Dec,0.51,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,17-Dec,0.35,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,18-Dec,0.78,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창솔루션,96350,19-Dec,0.35,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)대창스틸,140520,14-Dec,0,  1차 철강 제조업
(주)대창스틸,140520,15-Dec,0,  1차 철강 제조업
(주)대창스틸,140520,16-Dec,0,  1차 철강 제조업
(주)대창스틸,140520,17-Dec,0,  1차 철강 제조업
(주)대창스틸,140520,18-Dec,0,  1차 철강 제조업
(주)대창스틸,140520,19-Dec,0,  1차 철강 제조업
(주)대한과학,131220,11-Dec,1.09,  기계장비 및 관련 물품 도매업
(주)대한과학,131220,12-Dec,2.05,  기계장비 및 관련 물품 도매업
(주)대한과학,131220,13-Dec,2.72,  기계장비 및 관련 물품 도매업
(주)대한과학,131220,14-Dec,3.48,  기계장비 및 관련 물품 도매업
